timestamp,gain_combo,test_level_dbm,test_tx_power_dbm,test_device_type,test_signal_mode,expected_slots,detected,decode_attempted,decode_success,crc_ok,false_positive,crc_pass_rate,false_positive_rate,slot0_detected,slot1_detected,slot2_detected,slot3_detected,slot0_crc_pass_rate,slot1_crc_pass_rate,slot2_crc_pass_rate,slot3_crc_pass_rate,gaps_detected,gap_rate,stability_status,duration_ms
1777923256,"lna=0.00,pga=0.00",-95.000,-85.000,stabilock4032,t1_all_ul_slots,2658,500,500,500,500,0,1.000000,0.000000,500,0,0,0,1.000000,0.000000,0.000000,0.000000,2158,0.8119,"UNSTABLE",37000
1777923256,"lna=0.00,pga=2.00",-95.000,-85.000,stabilock4032,t1_all_ul_slots,2114,500,502,502,502,0,1.000000,0.000000,500,0,0,0,1.000000,0.000000,0.000000,0.000000,1612,0.7625,"UNSTABLE",30000
1777923256,"lna=0.00,pga=4.00",-95.000,-85.000,stabilock4032,t1_all_ul_slots,2110,500,501,501,500,0,0.998004,0.000000,499,1,0,0,1.000000,0.000000,0.000000,0.000000,1609,0.7626,"UNSTABLE",30000
